Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
213,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,25520.25,25513.50,11/11/2025 11:40:00 AM,11/11/2025 11:40:00 AM,LumiLong,Stop loss,($135.00),$12100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$135.00,$0.00,$135.00,1,
214,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,25596.25,25569.50,11/12/2025 12:50:00 PM,11/12/2025 12:50:00 PM,LumiLong,Stop loss,($535.00),$11565.00,$0.00,$0.00,$0.00,$0.00,$0.00,$535.00,$0.00,$535.00,1,
215,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,25384.00,25384.00,11/13/2025 10:35:00 AM,11/13/2025 10:35:00 AM,LumiLong,Stop loss,$0.00,$11565.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
216,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,25166.75,25139.25,11/17/2025 7:30:00 AM,11/17/2025 7:35:00 AM,LumiLong,Stop loss,($550.00),$11015.00,$0.00,$0.00,$0.00,$0.00,$0.00,$550.00,$170.00,$720.00,2,
217,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,24725.00,24724.00,11/18/2025 7:35:00 AM,11/18/2025 7:35:00 AM,LumiLong,Stop loss,($20.00),$10995.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$20.00,1,
218,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,24629.25,24599.75,11/19/2025 1:25:00 PM,11/19/2025 1:30:00 PM,LumiLong,Stop loss,($590.00),$10405.00,$0.00,$0.00,$0.00,$0.00,$0.00,$590.00,$835.00,$1425.00,2,
219,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,25219.50,25228.50,11/20/2025 10:25:00 AM,11/20/2025 10:25:00 AM,LumiShort,Stop loss,($180.00),$10225.00,$0.00,$0.00,$0.00,$0.00,$0.00,$180.00,$0.00,$180.00,1,
220,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,24522.25,24570.75,11/24/2025 9:35:00 AM,11/24/2025 9:35:00 AM,LumiShort,Stop loss,($970.00),$9255.00,$0.00,$0.00,$0.00,$0.00,$0.00,$970.00,$0.00,$970.00,1,
221,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,24934.50,24934.50,11/25/2025 7:50:00 AM,11/25/2025 7:50:00 AM,LumiShort,Stop loss,$0.00,$9255.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
222,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,25507.25,25515.50,12/2/2025 9:05:00 AM,12/2/2025 9:05:00 AM,LumiShort,Stop loss,($165.00),$9090.00,$0.00,$0.00,$0.00,$0.00,$0.00,$165.00,$0.00,$165.00,1,
223,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,25676.50,25645.25,12/3/2025 3:50:00 PM,12/3/2025 3:55:00 PM,LumiShort,Profit target,$625.00,$9715.00,$0.00,$0.00,$0.00,$0.00,$0.00,$120.00,$625.00,$0.00,2,
224,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,25692.25,25693.50,12/4/2025 10:55:00 PM,12/4/2025 10:55:00 PM,LumiShort,Stop loss,($25.00),$9690.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.00,$0.00,$25.00,1,
225,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,25629.50,25720.75,12/5/2025 9:10:00 AM,12/5/2025 9:35:00 AM,LumiLong,Profit target,$1825.00,$11515.00,$0.00,$0.00,$0.00,$0.00,$0.00,$90.00,$1825.00,$0.00,6,
226,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,25755.25,25733.25,12/8/2025 10:15:00 AM,12/8/2025 10:15:00 AM,LumiLong,Stop loss,($440.00),$11075.00,$0.00,$0.00,$0.00,$0.00,$0.00,$440.00,$0.00,$440.00,1,
227,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,25600.75,25597.00,12/9/2025 9:30:00 AM,12/9/2025 9:30:00 AM,LumiLong,Stop loss,($75.00),$11000.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.00,$0.00,$75.00,1,
228,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,25682.50,25601.25,12/10/2025 8:50:00 AM,12/10/2025 9:40:00 AM,LumiShort,Profit target,$1625.00,$12625.00,$0.00,$0.00,$0.00,$0.00,$0.00,$115.00,$1625.00,$0.00,11,
229,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,25650.75,25663.25,12/11/2025 9:15:00 AM,12/11/2025 9:15:00 AM,LumiShort,Stop loss,($250.00),$12375.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00,$0.00,$250.00,1,
230,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,25554.25,25527.75,12/12/2025 9:50:00 AM,12/12/2025 9:50:00 AM,LumiLong,Stop loss,($530.00),$11845.00,$0.00,$0.00,$0.00,$0.00,$0.00,$530.00,$0.00,$530.00,1,
231,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,25139.00,25139.00,12/15/2025 11:50:00 AM,12/15/2025 11:50:00 AM,LumiLong,Stop loss,$0.00,$11845.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1,
232,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,24988.25,25080.00,12/16/2025 2:25:00 PM,12/16/2025 2:45:00 PM,LumiLong,Profit target,$1835.00,$13680.00,$0.00,$0.00,$0.00,$0.00,$0.00,$55.00,$1835.00,$0.00,5,
233,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Short,1,25235.25,25258.25,12/17/2025 7:35:00 AM,12/17/2025 7:50:00 AM,LumiShort,Stop loss,($460.00),$13220.00,$0.00,$0.00,$0.00,$0.00,$0.00,$460.00,$0.00,$460.00,4,
234,NQ DEC25,Backtest,LumiTradersLiquiditySweep,Long,1,24875.00,24952.75,12/18/2025 8:30:00 AM,12/18/2025 8:35:00 AM,LumiLong,Profit target,$1555.00,$14775.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.00,$1555.00,$0.00,2,
